_id,metric_name,report_group,calendar_year,kpi_count,geo_area_name,population_name,acs_5_yr_est,kpi_population
571373,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,12,Stowe,Children Under 5,,349
571374,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,14,Stowe,Children Under 5,,349
571375,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,12,Stowe,Children Under 5,,349
571376,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,14,Stowe,Children Under 5,,349
571377,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,8,Stowe,Children Under 5,,349
571378,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,10,Swissvale,Children Under 5,,568
571379,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,,Swissvale,Children Under 5,,568
571380,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,Swissvale,Children Under 5,,568
571381,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,Swissvale,Children Under 5,,568
571382,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,Swissvale,Children Under 5,,568
571383,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,Swissvale,Children Under 5,,568
571384,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,10,Tarentum,Children Under 5,,401
571385,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,10,Tarentum,Children Under 5,,401
571386,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,10,Tarentum,Children Under 5,,401
571387,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,9,Tarentum,Children Under 5,,401
571388,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,Tarentum,Children Under 5,,401
571389,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,Tarentum,Children Under 5,,401
571390,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,,Thornburg,Children Under 5,,29
571391,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,,Thornburg,Children Under 5,,29
571392,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,Thornburg,Children Under 5,,29
571393,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,Thornburg,Children Under 5,,29
571394,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,Thornburg,Children Under 5,,29
571395,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,Thornburg,Children Under 5,,29
571396,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,,Trafford,Children Under 5,,0
571397,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,,Trafford,Children Under 5,,0
571398,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,Trafford,Children Under 5,,0
571399,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,Trafford,Children Under 5,,0
571400,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,Trafford,Children Under 5,,0
571401,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,Trafford,Children Under 5,,0
571402,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,12,Turtle Creek,Children Under 5,,353
571403,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,12,Turtle Creek,Children Under 5,,353
571404,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,Turtle Creek,Children Under 5,,353
571405,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,Turtle Creek,Children Under 5,,353
571406,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,Turtle Creek,Children Under 5,,353
571407,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,Turtle Creek,Children Under 5,,353
571408,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,,Upper Saint Clair,Children Under 5,,1106
571409,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,,Upper Saint Clair,Children Under 5,,1106
571410,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,Upper Saint Clair,Children Under 5,,1106
571411,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,Upper Saint Clair,Children Under 5,,1106
571412,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,Upper Saint Clair,Children Under 5,,1106
571413,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,Upper Saint Clair,Children Under 5,,1106
571414,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,,Verona,Children Under 5,,105
571415,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,,Verona,Children Under 5,,105
571416,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,Verona,Children Under 5,,105
571417,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,Verona,Children Under 5,,105
571418,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,Verona,Children Under 5,,105
571419,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,Verona,Children Under 5,,105
571420,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,,Versailles,Children Under 5,,36
571421,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,,Versailles,Children Under 5,,36
571422,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,Versailles,Children Under 5,,36
571423,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,Versailles,Children Under 5,,36
571424,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,Versailles,Children Under 5,,36
571425,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,Versailles,Children Under 5,,36
571426,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,,Wall,Children Under 5,,45
571427,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,,Wall,Children Under 5,,45
571428,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,Wall,Children Under 5,,45
571429,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,Wall,Children Under 5,,45
571430,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,Wall,Children Under 5,,45
571431,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,Wall,Children Under 5,,45
571432,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,,West Deer,Children Under 5,,558
571433,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,,West Deer,Children Under 5,,558
571434,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,West Deer,Children Under 5,,558
571435,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,West Deer,Children Under 5,,558
571436,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,West Deer,Children Under 5,,558
571437,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,West Deer,Children Under 5,,558
571438,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,,West Elizabeth,Children Under 5,,40
571439,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,,West Elizabeth,Children Under 5,,40
571440,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,West Elizabeth,Children Under 5,,40
571441,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,West Elizabeth,Children Under 5,,40
571442,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,West Elizabeth,Children Under 5,,40
571443,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,West Elizabeth,Children Under 5,,40
571444,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,,West Homestead,Children Under 5,,142
571445,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,,West Homestead,Children Under 5,,142
571446,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,West Homestead,Children Under 5,,142
571447,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,West Homestead,Children Under 5,,142
571448,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,West Homestead,Children Under 5,,142
571449,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,West Homestead,Children Under 5,,142
571450,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,18,West Mifflin,Children Under 5,,954
571451,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,14,West Mifflin,Children Under 5,,954
571452,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,12,West Mifflin,Children Under 5,,954
571453,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,8,West Mifflin,Children Under 5,,954
571454,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,10,West Mifflin,Children Under 5,,954
571455,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,7,West Mifflin,Children Under 5,,954
571456,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,,West View,Children Under 5,,422
571457,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,,West View,Children Under 5,,422
571458,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,West View,Children Under 5,,422
571459,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,West View,Children Under 5,,422
571460,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,West View,Children Under 5,,422
571461,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,West View,Children Under 5,,422
571462,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,,Whitaker,Children Under 5,,45
571463,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,,Whitaker,Children Under 5,,45
571464,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,Whitaker,Children Under 5,,45
571465,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,Whitaker,Children Under 5,,45
571466,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,Whitaker,Children Under 5,,45
571467,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,Whitaker,Children Under 5,,45
571468,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,,White Oak,Children Under 5,,376
571469,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,,White Oak,Children Under 5,,376
571470,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,White Oak,Children Under 5,,376
571471,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,White Oak,Children Under 5,,376
571472,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,White Oak,Children Under 5,,376
571473,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,White Oak,Children Under 5,,376
571474,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,,Whitehall,Children Under 5,,888
571475,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,,Whitehall,Children Under 5,,888
571476,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,Whitehall,Children Under 5,,888
571477,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,Whitehall,Children Under 5,,888
571478,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,Whitehall,Children Under 5,,888
571479,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,Whitehall,Children Under 5,,888
571480,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,7,Wilkins,Children Under 5,,203
571481,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,6,Wilkins,Children Under 5,,203
571482,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,,Wilkins,Children Under 5,,203
571483,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,Wilkins,Children Under 5,,203
571484,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,Wilkins,Children Under 5,,203
571485,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,Wilkins,Children Under 5,,203
571486,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,8,Wilkinsburg,Children Under 5,,614
571487,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,7,Wilkinsburg,Children Under 5,,614
571488,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,7,Wilkinsburg,Children Under 5,,614
571489,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,Wilkinsburg,Children Under 5,,614
571490,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,Wilkinsburg,Children Under 5,,614
571491,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,Wilkinsburg,Children Under 5,,614
571492,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,10,Wilmerding,Children Under 5,,158
571493,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,12,Wilmerding,Children Under 5,,158
571494,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,10,Wilmerding,Children Under 5,,158
571495,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,7,Wilmerding,Children Under 5,,158
571496,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,Wilmerding,Children Under 5,,158
571497,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,Wilmerding,Children Under 5,,158
571498,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2017,18,X-Unassigned,Children Under 5,,
571499,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2018,11,X-Unassigned,Children Under 5,,
571500,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2019,7,X-Unassigned,Children Under 5,,
571501,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2020,,X-Unassigned,Children Under 5,,
571502,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2021,,X-Unassigned,Children Under 5,,
571503,Children Attending Early Childhood Programs Managed by DHS,Population Served by DHS,2022,,X-Unassigned,Children Under 5,,
571504,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Aleppo,Children Under 18,,218
571505,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Aleppo,Children Under 18,,218
571506,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Aleppo,Children Under 18,,218
571507,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Aleppo,Children Under 18,,218
571508,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Aleppo,Children Under 18,,218
571509,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Aleppo,Children Under 18,,218
571510,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Aspinwall,Children Under 18,,618
571511,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Aspinwall,Children Under 18,,618
571512,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Aspinwall,Children Under 18,,618
571513,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Aspinwall,Children Under 18,,618
571514,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Aspinwall,Children Under 18,,618
571515,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Aspinwall,Children Under 18,,618
571516,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Avalon,Children Under 18,,690
571517,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Avalon,Children Under 18,,690
571518,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Avalon,Children Under 18,,690
571519,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Avalon,Children Under 18,,690
571520,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Avalon,Children Under 18,,690
571521,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Avalon,Children Under 18,,690
571522,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,8,Baldwin Borough,Children Under 18,,4057
571523,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Baldwin Borough,Children Under 18,,4057
571524,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,7,Baldwin Borough,Children Under 18,,4057
571525,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Baldwin Borough,Children Under 18,,4057
571526,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Baldwin Borough,Children Under 18,,4057
571527,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Baldwin Borough,Children Under 18,,4057
571528,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Baldwin Township,Children Under 18,,373
571529,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Baldwin Township,Children Under 18,,373
571530,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Baldwin Township,Children Under 18,,373
571531,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Baldwin Township,Children Under 18,,373
571532,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Baldwin Township,Children Under 18,,373
571533,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Baldwin Township,Children Under 18,,373
571534,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Bell Acres,Children Under 18,,358
571535,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Bell Acres,Children Under 18,,358
571536,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Bell Acres,Children Under 18,,358
571537,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Bell Acres,Children Under 18,,358
571538,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Bell Acres,Children Under 18,,358
571539,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Bell Acres,Children Under 18,,358
571540,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,10,Bellevue,Children Under 18,,972
571541,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,10,Bellevue,Children Under 18,,972
571542,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,9,Bellevue,Children Under 18,,972
571543,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,6,Bellevue,Children Under 18,,972
571544,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Bellevue,Children Under 18,,972
571545,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Bellevue,Children Under 18,,972
571546,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Ben Avon,Children Under 18,,464
571547,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Ben Avon,Children Under 18,,464
571548,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Ben Avon,Children Under 18,,464
571549,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Ben Avon,Children Under 18,,464
571550,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Ben Avon,Children Under 18,,464
571551,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Ben Avon,Children Under 18,,464
571552,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Ben Avon Heights,Children Under 18,,82
571553,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Ben Avon Heights,Children Under 18,,82
571554,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Ben Avon Heights,Children Under 18,,82
571555,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Ben Avon Heights,Children Under 18,,82
571556,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Ben Avon Heights,Children Under 18,,82
571557,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Ben Avon Heights,Children Under 18,,82
571558,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Bethel Park,Children Under 18,,6179
571559,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,6,Bethel Park,Children Under 18,,6179
571560,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,7,Bethel Park,Children Under 18,,6179
571561,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Bethel Park,Children Under 18,,6179
571562,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Bethel Park,Children Under 18,,6179
571563,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Bethel Park,Children Under 18,,6179
571564,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Blawnox,Children Under 18,,294
571565,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Blawnox,Children Under 18,,294
571566,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Blawnox,Children Under 18,,294
571567,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Blawnox,Children Under 18,,294
571568,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Blawnox,Children Under 18,,294
571569,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Blawnox,Children Under 18,,294
571570,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Brackenridge,Children Under 18,,688
571571,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,6,Brackenridge,Children Under 18,,688
571572,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,12,Brackenridge,Children Under 18,,688
571573,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,10,Brackenridge,Children Under 18,,688
571574,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Brackenridge,Children Under 18,,688
571575,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Brackenridge,Children Under 18,,688
571576,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,15,Braddock,Children Under 18,,341
571577,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,12,Braddock,Children Under 18,,341
571578,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,19,Braddock,Children Under 18,,341
571579,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,9,Braddock,Children Under 18,,341
571580,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Braddock,Children Under 18,,341
571581,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Braddock,Children Under 18,,341
571582,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Braddock Hills,Children Under 18,,243
571583,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Braddock Hills,Children Under 18,,243
571584,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Braddock Hills,Children Under 18,,243
571585,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Braddock Hills,Children Under 18,,243
571586,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Braddock Hills,Children Under 18,,243
571587,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Braddock Hills,Children Under 18,,243
571588,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Bradford Woods,Children Under 18,,247
571589,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Bradford Woods,Children Under 18,,247
571590,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Bradford Woods,Children Under 18,,247
571591,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Bradford Woods,Children Under 18,,247
571592,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Bradford Woods,Children Under 18,,247
571593,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Bradford Woods,Children Under 18,,247
571594,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,6,Brentwood,Children Under 18,,2120
571595,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,6,Brentwood,Children Under 18,,2120
571596,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,6,Brentwood,Children Under 18,,2120
571597,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Brentwood,Children Under 18,,2120
571598,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Brentwood,Children Under 18,,2120
571599,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Brentwood,Children Under 18,,2120
571600,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Bridgeville,Children Under 18,,840
571601,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Bridgeville,Children Under 18,,840
571602,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Bridgeville,Children Under 18,,840
571603,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Bridgeville,Children Under 18,,840
571604,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Bridgeville,Children Under 18,,840
571605,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Bridgeville,Children Under 18,,840
571606,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,14,Carnegie,Children Under 18,,1335
571607,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Carnegie,Children Under 18,,1335
571608,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Carnegie,Children Under 18,,1335
571609,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Carnegie,Children Under 18,,1335
571610,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Carnegie,Children Under 18,,1335
571611,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Carnegie,Children Under 18,,1335
571612,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Castle Shannon,Children Under 18,,1385
571613,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Castle Shannon,Children Under 18,,1385
571614,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Castle Shannon,Children Under 18,,1385
571615,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Castle Shannon,Children Under 18,,1385
571616,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Castle Shannon,Children Under 18,,1385
571617,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Castle Shannon,Children Under 18,,1385
571618,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Chalfant,Children Under 18,,105
571619,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Chalfant,Children Under 18,,105
571620,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Chalfant,Children Under 18,,105
571621,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Chalfant,Children Under 18,,105
571622,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Chalfant,Children Under 18,,105
571623,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Chalfant,Children Under 18,,105
571624,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2017,,Cheswick,Children Under 18,,245
571625,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Cheswick,Children Under 18,,245
571626,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Cheswick,Children Under 18,,245
571627,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Cheswick,Children Under 18,,245
571628,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Cheswick,Children Under 18,,245
