_id,metric_name,report_group,calendar_year,kpi_count,geo_area_name
378033,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,24,Garfield
378034,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,17,Garfield
378035,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,16,Garfield
378036,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,22,Garfield
378037,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,22,Garfield
378038,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,10,Glen Hazel
378039,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,16,Glen Hazel
378040,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,14,Glen Hazel
378041,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,6,Glen Hazel
378042,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Glen Hazel
378043,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Glen Hazel
378044,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Golden Triangle
378045,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Golden Triangle
378046,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Golden Triangle
378047,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Golden Triangle
378048,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Golden Triangle
378049,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Golden Triangle
378050,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Greenfield
378051,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Greenfield
378052,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Greenfield
378053,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Greenfield
378054,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Greenfield
378055,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Greenfield
378056,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Hays
378057,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Hays
378058,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Hays
378059,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Hays
378060,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Hays
378061,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Hays
378062,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,18,Hazelwood
378063,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,25,Hazelwood
378064,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,22,Hazelwood
378065,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,22,Hazelwood
378066,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,18,Hazelwood
378067,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,24,Hazelwood
378068,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Highland Park
378069,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,6,Highland Park
378070,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Highland Park
378071,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Highland Park
378072,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Highland Park
378073,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Highland Park
378074,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,62,Homewood North
378075,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,53,Homewood North
378076,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,35,Homewood North
378077,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,32,Homewood North
378078,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,61,Homewood North
378079,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,64,Homewood North
378080,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,48,Homewood South
378081,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,47,Homewood South
378082,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,24,Homewood South
378083,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,26,Homewood South
378084,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,44,Homewood South
378085,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,49,Homewood South
378086,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Homewood West
378087,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,14,Homewood West
378088,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Homewood West
378089,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Homewood West
378090,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,10,Homewood West
378091,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,13,Homewood West
378092,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,43,Knoxville
378093,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,32,Knoxville
378094,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,25,Knoxville
378095,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,15,Knoxville
378096,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,42,Knoxville
378097,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,50,Knoxville
378098,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,17,Larimer
378099,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,21,Larimer
378100,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,9,Larimer
378101,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,10,Larimer
378102,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,16,Larimer
378103,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,20,Larimer
378104,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Lincoln Place
378105,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Lincoln Place
378106,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Lincoln Place
378107,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Lincoln Place
378108,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Lincoln Place
378109,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Lincoln Place
378110,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,32,Lincoln-Lemington-Belmar
378111,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,41,Lincoln-Lemington-Belmar
378112,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,25,Lincoln-Lemington-Belmar
378113,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,19,Lincoln-Lemington-Belmar
378114,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,33,Lincoln-Lemington-Belmar
378115,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,33,Lincoln-Lemington-Belmar
378116,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Lower Lawrenceville
378117,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Lower Lawrenceville
378118,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Lower Lawrenceville
378119,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Lower Lawrenceville
378120,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Lower Lawrenceville
378121,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Lower Lawrenceville
378122,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,13,Manchester
378123,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,11,Manchester
378124,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,7,Manchester
378125,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Manchester
378126,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Manchester
378127,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Manchester
378128,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,27,Marshall-Shadeland
378129,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,32,Marshall-Shadeland
378130,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,29,Marshall-Shadeland
378131,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,9,Marshall-Shadeland
378132,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,31,Marshall-Shadeland
378133,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,28,Marshall-Shadeland
378134,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,21,Middle Hill
378135,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,20,Middle Hill
378136,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,14,Middle Hill
378137,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,8,Middle Hill
378138,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,8,Middle Hill
378139,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,11,Middle Hill
378140,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Morningside
378141,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Morningside
378142,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Morningside
378143,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Morningside
378144,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Morningside
378145,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Morningside
378146,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Mount Oliver
378147,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Mount Oliver
378148,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Mount Oliver
378149,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Mount Oliver
378150,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Mount Oliver
378151,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,7,Mount Oliver
378152,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,10,Mount Washington
378153,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Mount Washington
378154,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Mount Washington
378155,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Mount Washington
378156,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,6,Mount Washington
378157,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,6,Mount Washington
378158,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,New Homestead
378159,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,New Homestead
378160,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,New Homestead
378161,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,New Homestead
378162,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,New Homestead
378163,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,New Homestead
378164,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,North Oakland
378165,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,North Oakland
378166,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,North Oakland
378167,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,North Oakland
378168,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,North Oakland
378169,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,North Oakland
378170,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,North Shore
378171,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,North Shore
378172,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,North Shore
378173,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,North Shore
378174,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,North Shore
378175,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,North Shore
378176,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,78,Northview Heights
378177,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,75,Northview Heights
378178,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,53,Northview Heights
378179,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,14,Northview Heights
378180,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,22,Northview Heights
378181,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,22,Northview Heights
378182,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Oakwood
378183,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Oakwood
378184,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Oakwood
378185,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Oakwood
378186,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Oakwood
378187,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Oakwood
378188,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Overbrook
378189,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Overbrook
378190,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Overbrook
378191,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,6,Overbrook
378192,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Overbrook
378193,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Overbrook
378194,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,8,Perry North
378195,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,10,Perry North
378196,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,12,Perry North
378197,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,6,Perry North
378198,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,8,Perry North
378199,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,10,Perry North
378200,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,27,Perry South
378201,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,36,Perry South
378202,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,25,Perry South
378203,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,15,Perry South
378204,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,28,Perry South
378205,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,35,Perry South
378206,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Point Breeze
378207,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Point Breeze
378208,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Point Breeze
378209,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Point Breeze
378210,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Point Breeze
378211,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Point Breeze
378212,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,7,Point Breeze North
378213,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,12,Point Breeze North
378214,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,9,Point Breeze North
378215,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,11,Point Breeze North
378216,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,7,Point Breeze North
378217,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Point Breeze North
378218,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Polish Hill
378219,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Polish Hill
378220,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Polish Hill
378221,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Polish Hill
378222,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Polish Hill
378223,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Polish Hill
378224,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Regent Square
378225,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Regent Square
378226,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Regent Square
378227,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Regent Square
378228,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Regent Square
378229,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Regent Square
378230,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Ridgemont
378231,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Ridgemont
378232,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Ridgemont
378233,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Ridgemont
378234,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Ridgemont
378235,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Ridgemont
378236,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Saint Clair
378237,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Saint Clair
378238,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Saint Clair
378239,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Saint Clair
378240,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Saint Clair
378241,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Saint Clair
378242,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Shadyside
378243,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Shadyside
378244,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Shadyside
378245,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Shadyside
378246,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Shadyside
378247,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Shadyside
378248,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,38,Sheraden
378249,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,37,Sheraden
378250,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,12,Sheraden
378251,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Sheraden
378252,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,24,Sheraden
378253,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,27,Sheraden
378254,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,South Oakland
378255,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,South Oakland
378256,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,South Oakland
378257,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,South Oakland
378258,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,South Oakland
378259,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,South Oakland
378260,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,South Shore
378261,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,South Shore
378262,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,South Shore
378263,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,South Shore
378264,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,South Shore
378265,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,South Shore
378266,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,South Side Flats
378267,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,South Side Flats
378268,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,South Side Flats
378269,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,South Side Flats
378270,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,South Side Flats
378271,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,South Side Flats
378272,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,South Side Slopes
378273,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,South Side Slopes
378274,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,South Side Slopes
378275,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,South Side Slopes
378276,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,South Side Slopes
378277,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,South Side Slopes
378278,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Spring Garden
378279,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Spring Garden
378280,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Spring Garden
378281,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Spring Garden
378282,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Spring Garden
378283,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Spring Garden
378284,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,12,Spring Hill-City View
378285,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,19,Spring Hill-City View
378286,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,13,Spring Hill-City View
378287,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Spring Hill-City View
378288,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,10,Spring Hill-City View
378289,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,17,Spring Hill-City View
378290,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Squirrel Hill North
378291,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Squirrel Hill North
378292,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Squirrel Hill North
378293,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Squirrel Hill North
378294,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Squirrel Hill North
378295,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Squirrel Hill North
378296,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Squirrel Hill South
378297,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Squirrel Hill South
378298,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Squirrel Hill South
378299,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Squirrel Hill South
378300,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Squirrel Hill South
378301,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Squirrel Hill South
378302,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Stanton Heights
378303,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Stanton Heights
378304,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Stanton Heights
378305,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Stanton Heights
378306,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Stanton Heights
378307,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,8,Stanton Heights
378308,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Strip District
378309,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Strip District
378310,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Strip District
378311,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Strip District
378312,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Strip District
378313,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Strip District
378314,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Summer Hill
378315,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Summer Hill
378316,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Summer Hill
378317,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Summer Hill
378318,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Summer Hill
378319,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Summer Hill
378320,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Swisshelm Park
378321,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Swisshelm Park
378322,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Swisshelm Park
378323,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Swisshelm Park
378324,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Swisshelm Park
378325,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Swisshelm Park
378326,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,39,Terrace Village
378327,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,39,Terrace Village
378328,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,20,Terrace Village
378329,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,10,Terrace Village
378330,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,10,Terrace Village
378331,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,18,Terrace Village
378332,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Troy Hill
378333,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Troy Hill
378334,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Troy Hill
378335,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Troy Hill
378336,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,,Troy Hill
378337,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,,Troy Hill
378338,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,8,Upper Hill
378339,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,12,Upper Hill
378340,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,9,Upper Hill
378341,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2021,,Upper Hill
378342,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2022,7,Upper Hill
378343,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2023,7,Upper Hill
378344,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2018,,Upper Lawrenceville
378345,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2019,,Upper Lawrenceville
378346,Children Receiving DHS-Funded Out of School Programs,Population Served by DHS,2020,,Upper Lawrenceville
